1.728958,0.869601,0.345043,-0.010860,-0.149993,-0.150357,-0.019979,-0.036059,-0.153954,-0.161292,0.028849,-0.023472
1.606722,0.732394,0.223607,-0.065814,-0.096709,-0.071107,-0.033464,-0.022408,-0.101511,-0.116021,0.026697,-0.013439
1.984227,0.879268,0.242304,-0.051387,-0.072975,-0.188515,-0.008601,0.053446,-0.122748,-0.199411,-0.000656,0.013564
2.101638,0.836345,0.177714,-0.021717,0.039561,-0.057695,0.007773,0.130686,0.010783,-0.183133,-0.056951,-0.040900
2.342564,0.769697,0.166504,-0.034223,0.153077,-0.235367,0.100707,0.244754,0.004635,-0.108921,-0.174477,-0.062774
2.100892,0.863513,0.240140,-0.002609,0.001346,-0.162881,0.029461,0.131738,-0.034119,-0.150066,-0.057091,-0.037128
2.968233,0.721165,0.027358,-0.118963,0.397562,-0.293755,0.277266,0.202990,-0.054766,0.025578,-0.226521,0.083799
1.472361,0.632498,0.272080,0.066597,0.019470,0.037752,0.089063,0.143559,0.021750,-0.069989,-0.078870,-0.084832
2.150448,0.878599,0.210321,-0.007507,0.049697,-0.118515,0.040783,0.141988,0.008574,-0.072833,-0.043402,-0.032455
2.222681,0.929603,0.200786,0.001846,0.050142,-0.117753,0.075932,0.166495,0.060174,-0.016031,-0.052484,-0.054823
1.889024,0.780371,0.283023,0.048456,0.032375,-0.031302,0.085174,0.228575,0.096058,-0.056051,0.009258,-0.019585
1.669553,0.750200,0.305205,0.066924,0.021405,0.023712,0.120568,0.145691,-0.008043,-0.052557,0.107437,0.063533
2.200996,0.760705,0.213200,0.064278,0.165889,-0.072996,0.150218,0.357096,0.024052,-0.133030,-0.020543,0.091557
1.656910,0.668422,0.315786,0.204557,0.074909,-0.033365,0.094268,0.210569,0.052951,-0.149724,0.017038,0.027203
1.988082,0.741701,0.190285,0.127181,0.114375,-0.049375,0.072837,0.318622,0.144286,-0.143047,0.031295,0.075132
1.546806,0.733465,0.346707,0.201352,0.116654,0.069829,0.125764,0.159782,0.044485,-0.057101,0.042995,0.001196
2.115139,0.826153,0.302347,0.151727,0.160914,-0.076443,0.051230,0.319667,0.003548,-0.172722,0.011409,0.087025
1.909744,0.720059,0.251764,0.150265,0.184033,0.064413,0.081909,0.290169,0.060651,-0.169247,0.020830,0.044722
1.173212,0.530263,0.341584,0.271301,0.186608,0.145278,0.164896,0.134952,0.036657,-0.027963,0.024359,0.016129
1.418792,0.597823,0.285793,0.189680,0.142180,0.092781,0.169571,0.202856,0.059469,-0.021682,0.061059,0.041410
1.505423,0.588399,0.315535,0.339171,0.266621,0.089674,0.147973,0.296729,0.187842,-0.032263,-0.037000,0.021538
1.357599,0.552031,0.369414,0.385560,0.255901,0.062181,0.172363,0.345869,0.182264,-0.077790,-0.032495,0.053306
1.353899,0.547664,0.276181,0.288623,0.277237,0.171834,0.210630,0.262537,0.130043,0.003688,0.051477,0.057051
1.090689,0.474133,0.267801,0.222049,0.210359,0.174449,0.148798,0.148814,0.113429,0.066435,0.033225,0.039382
1.219693,0.504099,0.330502,0.377217,0.336377,0.191135,0.165048,0.216629,0.133806,0.011927,0.070232,0.074433
1.190528,0.524083,0.341611,0.334919,0.270840,0.142358,0.123769,0.204137,0.160182,0.071175,0.108859,0.072967
1.135145,0.508888,0.315324,0.280417,0.218398,0.162022,0.167542,0.208571,0.182328,0.090498,0.075759,0.049793
1.101749,0.553810,0.447891,0.386868,0.224614,0.136832,0.203591,0.253487,0.154031,0.027015,0.062623,0.074354
1.429256,0.475679,0.273413,0.380174,0.298610,0.124125,0.196192,0.382310,0.250583,-0.012393,0.157555,0.148286
1.843420,0.558161,0.288624,0.378519,0.266382,0.084427,0.210214,0.425264,0.229284,-0.060056,0.109473,0.186753
1.470545,0.603553,0.345146,0.338535,0.243248,0.106614,0.198522,0.349588,0.223315,0.033701,0.107170,0.098047
1.140946,0.563323,0.353856,0.263553,0.191931,0.124628,0.117325,0.144879,0.135540,0.094529,0.083483,0.054846
1.138213,0.527382,0.333292,0.287463,0.226395,0.146041,0.138268,0.164329,0.128530,0.061059,0.061339,0.053653
1.814853,0.708472,0.467283,0.443584,0.210868,-0.019917,0.179817,0.439069,0.250255,0.003315,0.052738,0.109069
1.907251,0.532124,0.222263,0.459468,0.339248,-0.022276,0.142607,0.442630,0.268944,0.016278,-0.001777,0.139050
1.178879,0.508515,0.357734,0.372965,0.245689,0.072500,0.119191,0.248035,0.161984,-0.017758,0.031291,0.070451
1.282624,0.521562,0.371411,0.398826,0.243666,0.042063,0.088855,0.236917,0.153705,-0.036717,-0.007764,0.062248
1.667528,0.603328,0.437067,0.536749,0.252487,-0.048339,0.065462,0.340831,0.208388,-0.083857,0.016241,0.131797
1.679355,0.619151,0.283572,0.416941,0.301654,-0.072878,0.046621,0.332073,0.196532,-0.106463,0.002911,0.113109
1.601512,0.575448,0.353045,0.350120,0.164380,-0.087560,0.090513,0.343597,0.181540,0.001883,0.087828,0.117029
1.738365,0.506991,0.263751,0.312294,0.219542,-0.180300,0.010982,0.366183,0.162649,0.065108,0.033443,0.110057
1.329843,0.444456,0.367714,0.372869,0.136256,-0.173267,0.057320,0.386207,0.258526,0.039605,0.036407,0.114021
1.781748,0.574638,0.241660,0.370638,0.183700,-0.197597,-0.027966,0.361604,0.179096,-0.078943,0.033684,0.160241
2.221919,0.397228,0.372868,0.386592,0.237659,-0.351195,0.008056,0.442931,0.097991,-0.002125,-0.038499,0.076633
1.350235,0.606152,0.394601,0.280764,0.055571,-0.095398,0.089478,0.271702,0.166336,-0.061244,-0.104218,-0.013125
2.020876,0.922182,0.785344,0.667118,0.298526,-0.154649,-0.083159,0.081467,-0.039130,-0.260110,-0.110277,-0.003978
1.708100,0.946270,0.617086,0.444679,0.263267,0.039618,-0.047128,0.010056,-0.046795,-0.150375,-0.036114,-0.064155
2.169537,1.232653,0.657231,0.274770,0.320022,-0.276707,0.105331,0.301689,-0.172805,-0.209014,-0.153385,-0.082832
1.711759,0.938405,0.582518,0.492019,0.277856,-0.082212,-0.076274,-0.029334,-0.124478,-0.203884,-0.055280,-0.064197
1.775938,0.964955,0.593129,0.381296,0.268910,-0.070245,-0.101253,0.000891,-0.112691,-0.142934,-0.078004,-0.074987
1.336509,0.761619,0.459890,0.244173,0.136044,-0.001892,-0.002975,-0.014166,-0.051701,-0.039010,-0.090108,-0.073670
1.167525,0.560152,0.321328,0.164178,0.095840,0.033053,0.001062,-0.036316,-0.091495,-0.100069,-0.087715,-0.072739
2.029147,1.046125,0.591134,0.202805,0.202568,-0.208206,-0.002492,0.120489,-0.222952,-0.253422,-0.123050,-0.103476
1.251433,0.643917,0.358316,0.192054,0.078793,-0.020164,-0.051786,-0.067477,-0.076107,-0.094496,-0.084246,-0.075116
1.323410,0.662042,0.386764,0.183168,0.128164,0.073167,0.070990,0.030712,-0.108788,-0.130202,-0.098861,-0.071778
1.622739,0.876070,0.484439,0.214817,0.049834,-0.022214,0.005063,-0.028474,-0.118614,-0.142375,-0.028477,-0.065078
1.762561,0.920755,0.441460,0.161516,0.038747,-0.032970,-0.008208,-0.015002,-0.107846,-0.131997,-0.015257,-0.042957
2.022284,1.036339,0.431660,0.043429,-0.012391,-0.117143,0.013580,0.090823,-0.107615,-0.168245,-0.058755,-0.076312
2.050175,1.010450,0.444839,0.092352,-0.026758,-0.148498,-0.037546,0.015789,-0.137353,-0.184746,-0.007389,-0.000388
2.182424,1.026005,0.307152,-0.015763,0.036793,-0.206611,-0.074483,0.095129,-0.072563,-0.179586,-0.042805,-0.008861
1.636770,0.828867,0.355881,0.037965,-0.052476,-0.069611,-0.015560,-0.024699,-0.095319,-0.084599,0.012573,-0.005571
1.297485,0.670891,0.360720,0.144580,0.046879,-0.086228,-0.104796,-0.081656,-0.067302,-0.025651,0.054230,0.023846
1.677962,0.828904,0.343427,0.053593,-0.017802,-0.087844,-0.031482,-0.007696,-0.095909,-0.101744,0.053538,0.013238
1.970752,0.904878,0.321404,-0.018621,-0.024120,-0.134608,0.044912,0.126700,-0.059902,-0.121653,-0.031546,-0.047130
1.547668,0.763173,0.387738,0.088746,0.085491,-0.069727,-0.061609,-0.038431,-0.117912,0.003782,0.033622,0.009211
1.633892,0.784888,0.349760,0.067519,-0.036459,-0.066961,-0.013742,0.005450,-0.052886,-0.076029,0.029452,-0.023899
1.354611,0.601753,0.257472,0.110392,0.056099,-0.005971,-0.004372,0.020465,0.002430,-0.039408,-0.044500,-0.068212
2.278130,0.899860,0.200062,-0.017646,0.204550,-0.285163,0.140345,0.126730,-0.068449,-0.017064,-0.110729,0.052617
1.769531,0.830244,0.307381,0.047040,0.018895,-0.044135,0.054166,0.059819,-0.016521,-0.039464,-0.014696,-0.033059
1.664816,0.752139,0.335793,0.086732,0.009519,-0.031402,0.070169,0.085905,-0.025393,-0.034700,0.029939,-0.004424
1.133342,0.496583,0.291619,0.180802,0.104283,0.070965,0.026054,-0.002863,-0.040356,-0.059728,0.014734,0.000776
2.323787,0.828705,0.268692,0.143015,0.309195,-0.079712,0.067516,0.279773,-0.058230,-0.169435,-0.049131,0.125404
1.694080,0.768545,0.380166,0.237635,0.180737,-0.005486,0.076429,0.226036,0.058904,-0.060953,0.045199,0.026204
1.220743,0.562673,0.304641,0.175214,0.150642,0.087914,0.024309,0.037986,0.039712,0.022794,0.040498,0.021950
1.668468,0.738651,0.441152,0.307771,0.214435,0.094644,0.093312,0.195117,0.027862,-0.128871,0.094607,0.064322
1.339974,0.662792,0.387096,0.269580,0.231922,0.132595,0.101182,0.122420,0.087190,0.039030,0.056215,0.022730
1.991616,0.713702,0.315671,0.252149,0.227043,-0.014792,0.067225,0.314746,0.120359,-0.112689,0.071928,0.130343
1.182246,0.563464,0.366777,0.287099,0.194503,0.119335,0.139021,0.161661,0.124020,0.044014,0.037589,0.024276
1.579683,0.693718,0.410721,0.376100,0.292927,0.100531,0.104550,0.194368,0.072282,0.015750,0.102570,0.075499
1.705247,0.824897,0.441797,0.274492,0.212266,0.114244,0.105226,0.160430,0.064459,-0.027761,0.145738,0.095421
1.611899,0.717061,0.304933,0.271128,0.335850,0.179065,0.156597,0.155208,0.012734,-0.015863,0.125553,0.089334
1.198962,0.558677,0.348926,0.259900,0.166679,0.111037,0.102291,0.125105,0.080682,0.004159,0.074307,0.035455
1.887745,0.656811,0.300854,0.295425,0.382226,0.182390,0.146034,0.295633,0.006051,-0.271245,0.047756,0.137469
1.915298,0.680219,0.251200,0.154077,0.443189,0.206874,0.125428,0.323969,-0.062527,-0.146679,0.063555,0.112203
1.727679,0.631119,0.245946,0.306682,0.394259,0.156075,0.158886,0.286702,0.004726,-0.202829,0.038950,0.112537
1.335730,0.608569,0.348678,0.281819,0.291634,0.257557,0.273139,0.232429,-0.002961,-0.103263,0.029825,0.043792
1.358066,0.571972,0.306887,0.333104,0.377836,0.264404,0.220579,0.242748,0.123899,-0.018893,0.021095,0.055714
1.089501,0.531047,0.332336,0.288072,0.226619,0.115139,0.080943,0.113172,0.107078,0.034123,-0.007798,0.029326
1.802307,0.723538,0.351973,0.390546,0.384859,0.241855,0.270233,0.299513,0.115235,-0.155940,0.025709,0.081544
1.122441,0.543891,0.360433,0.324504,0.304589,0.238052,0.209644,0.204183,0.152343,0.090115,0.053543,0.069654
1.063162,0.546215,0.363501,0.280026,0.232643,0.185986,0.147118,0.131463,0.136906,0.132959,0.107837,0.052012
1.098705,0.546009,0.379050,0.318505,0.280333,0.213137,0.171300,0.179781,0.167525,0.134538,0.115259,0.072832
1.782504,0.573214,0.508886,0.701677,0.486405,0.108318,0.162410,0.401436,0.190529,-0.056887,0.073264,0.197391
1.504906,0.633434,0.580042,0.651388,0.402212,0.064635,0.146248,0.395958,0.286321,0.004122,0.026705,0.157948
1.144140,0.541882,0.392482,0.404377,0.314940,0.184779,0.171402,0.212551,0.173705,0.065448,0.050227,0.072540
1.097792,0.505707,0.365353,0.336629,0.239458,0.142402,0.144848,0.168770,0.116769,0.064246,0.096550,0.063988
1.150889,0.531723,0.368574,0.374160,0.311217,0.169371,0.153172,0.210685,0.154696,0.053465,0.050717,0.066466
1.386855,0.563332,0.516656,0.638982,0.400811,0.038341,0.122472,0.367311,0.216969,-0.060782,0.034447,0.151450
1.207090,0.509771,0.413585,0.484452,0.332640,0.086264,0.149323,0.304351,0.168090,-0.038540,0.056891,0.107740
1.131437,0.516770,0.416434,0.414721,0.272140,0.112489,0.169955,0.236132,0.124295,0.009396,0.068512,0.076684
1.136696,0.477126,0.387128,0.428858,0.304919,0.126861,0.147620,0.237238,0.167479,0.037290,0.051151,0.074715
1.283337,0.433574,0.485281,0.601062,0.328900,-0.034653,0.105105,0.369726,0.240032,-0.014631,0.067727,0.177829
1.452148,0.444538,0.420203,0.690512,0.425659,-0.026741,0.067082,0.328967,0.159429,-0.030960,0.062359,0.164547
1.423133,0.322280,0.551255,0.832292,0.388311,-0.080215,0.063327,0.291022,0.171739,-0.008760,0.025415,0.141969
1.211551,0.407779,0.395206,0.582717,0.336312,0.005453,0.117976,0.368552,0.264034,-0.049497,0.018939,0.146914
1.109559,0.411016,0.457368,0.544935,0.300789,0.046278,0.197788,0.377862,0.221299,-0.060933,-0.000356,0.149910
1.960239,0.208600,0.450499,0.963840,0.495230,-0.119787,0.069091,0.526606,0.152679,-0.016924,-0.025900,0.179215
1.000523,0.386661,0.405462,0.422786,0.195251,-0.004475,0.123964,0.262559,0.156902,-0.044905,0.017055,0.097283
1.199046,0.452273,0.324880,0.464041,0.321848,0.041355,0.088954,0.315425,0.200928,-0.060554,0.062231,0.109633
